category,content_id,id,user_id,body,position,created_at,updated_at
nitpick,31697437,1812559,1755,"The HTML [Deleted Text Element](https://developer.mozilla.org/en-US/docs/Web/HTML/Element/del) (`<del>`) represents a range of text that has been deleted from a document. This element is often (but need not be) rendered with strike-through text. Think of <del> as an element you would use if you were marking up a document that had been edited several times. In that case <del> would denote text that had been deleted or replaced.

For a [semantically](http://en.wikipedia.org/wiki/Semantic_Web) more correct solution, take a look at the [Strikethrough](https://developer.mozilla.org/en-US/docs/Web/HTML/Element/s) (`<s>`) tag.",19,2017-06-18T11:06:41.802Z,2017-06-18T11:06:41.802Z
awesome,31697437,1812558,1755,"Great job including the alt attribute.

MDN has the following tips that you can consider:
>Omitting this attribute altogether indicates that the image is a key part of the content, and no textual equivalent is available. Setting this attribute to an empty string (alt="""") indicates that this image is not a key part of the content, and that non-visual browsers may omit it from rendering.

But the [Udacity Style Guide](https://udacity.github.io/frontend-nanodegree-styleguide/#media-fallback) requires it, so it should be present no matter what.",17,2017-06-18T11:06:24.437Z,2017-06-18T11:06:24.437Z
nitpick,31697437,1812557,1755,"According to the [HTML5 specification](https://www.w3.org/TR/html5/) the `<b>` tag should only be used as a _last resort_. In general, use the `<h1>` to `<h6>` tags for headings, emphasized text should be denoted with the `<em>` tag, for important text use the `<strong>` tag, and marked/highlighted text should use the `<mark>` tag.

Since this is ""important"" text (it's bold in the mockup) consider using the <strong> tag instead of the <b> tag.",11,2017-06-18T11:06:03.568Z,2017-06-18T11:06:03.568Z
awesome,31697437,1812556,1755,"Hi! Great job on the first heading. This exercise is all about using the [semantically](http://en.wikipedia.org/wiki/Semantic_Web) correct HTML tags for the job, not about styling the page using CSS. All the styles in the mockup can be replicated using the default browser styles for existing HTML tag types. So when you get the tags right, the styling will also be right.

Here is what the Udacity HTML style guide has to say about [sematics](https://udacity.github.io/frontend-nanodegree-styleguide/#semantics):

>Use elements for what they have been created for. For example, use heading elements for headings, p elements for paragraphs, a elements for anchor, etc. Using HTML according to its purpose is important for accessibility, reuse and code efficiency reasons.

For instance, heading tags are [semantic](http://en.wikipedia.org/wiki/Semantic_Web) in the sense that `<h1>` defines the most important heading and `<h6>` defines the least important heading (not the size of the text). Therefore it's totally appropriate that the articles headline is an `<h1>`. And it also looks just like the mockup.",9,2017-06-18T11:05:49.795Z,2017-06-18T11:05:49.795Z
awesome,30528264,1801496,63593,Nice touch having contribution coefficients for cost function terms. You should discuss how you arrived at their values in your report – I can only imagine it took a lot of work to find adequate values.,50,2017-06-15T18:57:53.951Z,2017-06-15T18:57:53.951Z
nitpick,30528264,1801491,63593,Having reference value variables for the cross-tracking and direction errors feels a little redundant – it's hard to imagine a situation where you'd want errors to be different from zero.,81,2017-06-15T18:56:30.260Z,2017-06-15T18:56:30.260Z
awesome,29388008,1747979,4839,Your README meets specifications. If you’d like to learn how to take your README to the next level you should take the  **[Udacity Writing READMEs course](https://www.udacity.com/course/writing-readmes--ud777)**,5,2017-06-02T21:21:34.739Z,2017-06-02T21:21:34.739Z
nitpick,29388008,1747977,4839,"You could also add a link to a hosted version.  You can publish your site on GitHub.io by going into the ""Settings"" tab of your repo:

![settings.PNG](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4839/1496152840/settings.PNG)

Scroll down to the GitHub Pages box and choose which branch you want to use for the hosted game:

![branch.PNG](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4839/1496152840/branch.PNG)

Click on ""Save"" and the URL for the hosted site will appear at the top of the box.

![published.PNG](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/4839/1496153100/published.PNG)",10,2017-06-02T21:21:26.951Z,2017-06-02T21:21:26.951Z
nitpick,34084165,1869904,10086,"## For Future Reference :zap:

To improve app architecture, we can create a `class` for Location modal, in which we can store `marker` object along with location's information. This architecture provides very efficient implementation with location and marker data.

For example, it will let us write very efficient filter function because we have direct access to both location and marker data to filter both _location list_ and _map markers_

### My Codepen Examples :book:
- [OOP example for Location modal](http://codepen.io/NKiD/pen/eBOKEG)",203,2017-06-30T03:59:14.119Z,2017-06-30T03:59:14.119Z
awesome,34084165,1869903,10086,"## Did you know :zap:

It is possible to perform data binding on `infowindow` to implement the MVVM pattern for `infowindow`'s content, too (though I'd still prefer the current method of using `InfoWindow.setContent`)

If you're interested, please read [this discussion](https://discussions.udacity.com/t/knockout-binding-from-infowindow/189235/12), as well as check out [this example](https://jsfiddle.net/SittingFox/nr8tr5oo/), written by mentor `@stacy`.",275,2017-06-30T03:59:03.412Z,2017-06-30T03:59:03.412Z
awesome,34084165,1869902,10086,Excellent job updating the error handlers!,342,2017-06-30T03:58:46.063Z,2017-06-30T03:58:46.063Z
awesome,34084165,1869897,10086,"## For Future Reference :zap:
We can actually perform Ajax request using vanilla Javascript code, which is __AWESOME__! :star2: There's no need to use jQuery.

There are very good articles on using Fetch API to implement Ajax request here:
- [fetch API by David Walsh](https://davidwalsh.name/fetch)
- [Introduction to fetch() @Google Developers](https://developers.google.com/web/updates/2015/03/introduction-to-fetch?hl=en)

Note that Javascript also has `XMLHttpRequest` API to perform Ajax request, but it's not very friendly to use since its syntax is too hard to read.",328,2017-06-30T03:58:09.866Z,2017-06-30T03:58:09.866Z
awesome,34084165,1869895,10086,"## For Future Reference :zap:

I strongly recommend learning the new version of Javascript - ES6 (ECMAScript 6). It has been officially approved and is widely adopted by programmers. Popular frameworks like Angular 2, React, etc. all prioritize ES6 syntax.

ES6 introduces new syntax/concepts, such as:
- `let` / `const` variables
- Arrow functions, eg:
  ```
  let foo = () => {
    // operations
  };
  ```
- Module import
- `Promise` - a new method to deal with asynchronous task (instead of the old callback function)
- New way to implement Classes, eg:
  ```
  class Foo {
    constructor(num) {
      this.num = num;
    }
    
    addNum(a) {
      return this.num += a;
    }
  }
  ```
- And many more... :star2:

### Resources :books
- [ES6 - JavaScript Improved @Udacity](https://www.udacity.com/course/es6-javascript-improved--ud356)
- [Beginners ES6 and Babel Tutorial @HTML5 Hive](https://html5hive.org/es6-and-babel-tutorial/)
- [ECMAScript 6 Tutorial by ccoenraets](http://ccoenraets.github.io/es6-tutorial/)

Note that ES6 is usually used with Babel compiler (and a build process, such as `webpack`, `gulp`, etc.) for browser compatability fallback. So you will also learn about them in the resources above.",0,2017-06-30T03:58:03.064Z,2017-06-30T03:58:03.064Z
critical,27111285,1696647,397,Be sure to fix this heading to refer to the correct percentage (1%).,74,2017-05-22T16:48:23.389Z,2017-05-22T16:48:23.389Z
critical,27111285,1696543,397,"Note that in your view definition you refer to three tables - log, articles, authors - but in your where clause you specify join criteria only between the log and articles tables.  So PostgreSQL will join EVERY row in the authors table to the rows that result from the log-articles join.  Since there are four authors in the authors table, you end up with four times as many rows as you should.  

Sometimes this type of join is referred to as a ""cross join"" or ""Cartesian product"".  Take a look at section 7.2.1.1 in the PostgreSQL documentation page below:

https://www.postgresql.org/docs/current/static/queries-table-expressions.html

So it's an easy fix - just add join criteria between the articles and authors table, and you should get the correct answers.  (Hint, Ursula La Multa is first, with slightly over 500,000 views).",38,2017-05-22T16:12:42.858Z,2017-05-22T16:46:23.531Z
nitpick,27111285,1696630,397,"Since we restrict the output to the first three rows, I would slightly modify the heading of this section to be ""Most popular three articles of all time:\n"".",23,2017-05-22T16:45:58.690Z,2017-05-22T16:45:58.690Z
critical,27111285,1696591,397,"Two reasons why this SELECT statement doesn't return the correct results:

Check the project specifications - we're looking for the days where more than 1% of the view requests resulted in errors, not 2.5%.  That's an easy fix.

So here is the corrected result from the SELECT statement on lines 62 - 72:
```
news=> select http_failure.date as failure_date,
news->                   http_success.date as success_date,
news->                   http_success.count as success_count,
news->                   http_failure.count as failure_count,
news->                   (http_success.count + http_failure.count) as total,
news->                   (http_failure.count / (http_success.count +
news(>                   http_failure.count)) as failure_rate
news->                   from http_failure, http_success
news->                   where http_success.date = http_failure.date
news->                   and (http_success.count + http_failure.count) * 0.01 <=
news->                   http_failure.count;
 failure_date | success_date | success_count | failure_count | total | failure_rate
--------------+--------------+---------------+---------------+-------+--------------
 2016-07-17   | 2016-07-17   |         54642 |          1265 | 55907 |            0
(1 row)
```
This is partially correct - there is only one day, July 17, where the error rate is above 1%.  But note the value returned in the failure_rate column.  PostgreSQL does integer division pretty much the same as how Python does it:
```
news=> select 1265 / (54642 + 1265);
 ?column?
----------
        0
(1 row)
```
So you need to convert some of the values to float; as you would do in Python - the correct value you get from dividing these values is in fact the correct percentage for that day:
```
news=> select 1265.0 / (54642.0 + 1265.0);
        ?column?
------------------------
 0.02262686246802725956
(1 row)
```
I'll leave it to you as to how/what to convert to float, but here is some info that might help:

http://www.postgresql-archive.org/GENERAL-dividing-integers-not-producing-decimal-fractions-td1869931.html#a1869932

One more thing - even though there is only one correct answer to this section, be sure to include an ORDER BY clause in this SELECT statement, to order by the date value in ascending (default) order.",71,2017-05-22T16:36:26.803Z,2017-05-22T16:39:08.131Z
critical,27111285,1696556,397,"Don't forget to sort these results in descending order, so that the author with the most views appears first.",40,2017-05-22T16:16:49.892Z,2017-05-22T16:16:49.892Z
critical,34377636,1881332,12966,"It's one of the items which need the content descriptions to make the app accessible.

For more inspiration, check out this [great video about the essence of accessibility](https://www.youtube.com/watch?v=SUXCrOq2vj0).",21,2017-07-02T17:46:47.384Z,2017-07-02T17:46:47.384Z
nitpick,41215429,2099915,616,"### Structuring code

You will learn how to organize your HTML as you progress and learn CSS as well. Otherwise, a great strategy is to indent nested elements with tabs. 

For example: 
```html
<div>
    <h1> This h1 element is inside the div element, meaning the `<div>` is the parent and the `<h1>` is the child </h1>
    <h2> this tag is a child of the `<div>` and a sibling of `<h1>`.</h2>
    <h4>An Unordered List: The `<ul>` is the parent of the `<li>` but is a child of the `<div>` </h4>
    <ul>
        <li>Coffee</li>
        <li>Tea</li>
        <li>Milk</li>
    </ul>
</div>
```",15,2017-08-08T20:02:59.726Z,2017-08-08T20:02:59.726Z
awesome,41215429,2099914,616,### Great overview of what you have learned!,24,2017-08-08T20:02:53.087Z,2017-08-08T20:02:53.087Z
awesome,41215429,2099911,616,"### Anchor tags
Oooh yeah, link activated! Nice work using anchor tags!",34,2017-08-08T20:02:29.511Z,2017-08-08T20:02:29.511Z
awesome,41215429,2099908,616,"Nice work using a variety of HTML tags, including both Blocked and Inline elements.",13,2017-08-08T20:02:11.707Z,2017-08-08T20:02:11.707Z
nitpick,41215429,2099905,616,"### Head Element and Body Element
The `<head>` element contains information about the webpage and the `<body>` contains everything that is shown inside the main browser.

### Example Structuring
```html
<!DOCTYPE html>
<html>
    <head>
        <title>Title yo</title>
    </head>
    <body>
        <h1> Welcome to my notes yo</h1>
    </body>
</html>
```
### Title Element

**`<title>`** element shows the contents at the top of the browser, above the URL.

### Result:
`<title>Title yo</title>`

![title.png](https://udacity-reviews-uploads.s3.amazonaws.com/_attachments/616/1500576107/title.png)

Check it out!
https://www.w3schools.com/html/html_intro.asp",1,2017-08-08T20:02:05.099Z,2017-08-08T20:02:05.099Z
awesome,41215429,2099904,616,"## File Type
### Great job submitting your work and including the `.html` extension!
                         
This project is more about getting comfortable with code reviews themselves than a strict code review. Future reviews will be more detailed as the projects themselves become more detailed and strict on the requirements.",0,2017-08-08T20:01:58.511Z,2017-08-08T20:01:58.511Z
awesome,27850190,1701240,46421,Great job with protecting against SQL injection!,48,2017-05-23T12:40:15.901Z,2017-05-23T12:40:15.901Z
nitpick,27850190,1701239,46421,"Notice how, in general, each one of these functions follows a pattern?

-> connect to database
-> grab cursor
-> execute
-> commit
-> close

Can you think of a clever way to refactor your code based on this observation?",14,2017-05-23T12:40:02.552Z,2017-05-23T12:40:02.552Z
awesome,35597112,1916495,10086,"## Did you know :zap:

It is possible to perform data binding on `infowindow` to implement the MVVM pattern for `infowindow`'s content, too (though I'd still prefer the current method of using `InfoWindow.setContent`)

If you're interested, please read [this discussion](https://discussions.udacity.com/t/knockout-binding-from-infowindow/189235/12), as well as check out [this example](https://jsfiddle.net/SittingFox/nr8tr5oo/), written by mentor `@stacy`.",78,2017-07-09T05:21:19.563Z,2017-07-09T05:21:19.563Z
awesome,35597112,1916494,10086,"## For Future Reference :zap:
We can actually perform Ajax request using vanilla Javascript code, which is __AWESOME__! :star2: There's no need to use jQuery.

There are very good articles on using Fetch API to implement Ajax request here:
- [fetch API by David Walsh](https://davidwalsh.name/fetch)
- [Introduction to fetch() @Google Developers](https://developers.google.com/web/updates/2015/03/introduction-to-fetch?hl=en)

Note that Javascript also has `XMLHttpRequest` API to perform Ajax request, but it's not very friendly to use since its syntax is too hard to read.",91,2017-07-09T05:21:01.121Z,2017-07-09T05:21:01.121Z
awesome,35597112,1916493,10086,"## For Future Reference :zap:

I strongly recommend learning the new version of Javascript - ES6 (ECMAScript 6). It has been officially approved and is widely adopted by programmers. Popular frameworks like Angular 2, React, etc. all prioritize ES6 syntax.

ES6 introduces new syntax/concepts, such as:
- `let` / `const` variables
- Arrow functions, eg:
  ```
  let foo = () => {
    // operations
  };
  ```
- Module import
- `Promise` - a new method to deal with asynchronous task (instead of the old callback function)
- New way to implement Classes, eg:
  ```
  class Foo {
    constructor(num) {
      this.num = num;
    }
    
    addNum(a) {
      return this.num += a;
    }
  }
  ```
- And many more... :star2:

### Resources :books
- [ES6 - JavaScript Improved @Udacity](https://www.udacity.com/course/es6-javascript-improved--ud356)
- [Beginners ES6 and Babel Tutorial @HTML5 Hive](https://html5hive.org/es6-and-babel-tutorial/)
- [ECMAScript 6 Tutorial by ccoenraets](http://ccoenraets.github.io/es6-tutorial/)

Note that ES6 is usually used with Babel compiler (and a build process, such as `webpack`, `gulp`, etc.) for browser compatability fallback. So you will also learn about them in the resources above.",0,2017-07-09T05:20:26.607Z,2017-07-09T05:20:26.607Z
awesome,35597112,1916492,10086,Excellent job showing / hiding `marker`s efficiently with `setVisible` method of the `Marker` class!,144,2017-07-09T05:20:17.015Z,2017-07-09T05:20:17.015Z
nitpick,35597112,1916490,10086,"**App Functionality** allows logging the error warnings by jQuery, Javascript DOM methods or other libraries, but it's recommended that we utilize the MVVM pattern.
I'd recommend to refactor your code to use MVVM pattern to log this warning to the UI by using [`text` binding](http://knockoutjs.com/documentation/text-binding.html)",7,2017-07-09T05:18:42.311Z,2017-07-09T05:18:42.311Z
awesome,28341587,1715723,1392,A nicely organized constants file.,15,2017-05-26T14:17:38.701Z,2017-05-26T14:17:38.701Z
nitpick,27920518,1703756,2640,"All this could be simplified to  


```python

maxQ = max(self.Q[state].values())
```",89,2017-05-23T22:18:32.975Z,2017-05-23T22:18:32.975Z
awesome,29388004,1748003,4839,HTML validates without error!,0,2017-06-02T21:26:04.015Z,2017-06-02T21:26:04.015Z
